Survived,Pclass,SibSp,Parch,Age_Missing,FamilySize,IsAlone,Fare_Log,FarePerPerson_Log,Age_Log,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_U,AgeGroup_Child,AgeGroup_Teen,AgeGroup_Adult,AgeGroup_Senior,FamilyType_Alone,FamilyType_Small,FamilyType_Large,Pclass_Fare,Pclass_Age
0,3,0,0,0,1,1,2.2433020708302065,2.2433020708302065,3.3090925866974614,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.7299062124906195,79.08086134737006
0,2,1,0,0,2,0,3.3808518069967253,2.721157260412813,3.868393786001359,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.7617036139934505,93.73088431982373
0,2,0,2,0,3,0,3.0163042126970496,2.01114931753934,2.9212997371098393,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,6.032608425394099,35.130803853923425
1,3,1,4,0,6,0,3.136784687260558,1.5415051930729575,2.1163135630321346,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,9.410354061781673,21.901445442868898
0,3,1,0,0,2,0,1.4537660762349032,0.9706273905271295,3.6128751606438017,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.36129822870471,108.21746727722655
1,3,2,0,1,3,0,2.4359877273295756,1.4986627640747752,3.388017377110765,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.307963181988727,85.82158242365918
0,3,2,0,1,3,0,3.206697974935482,2.1859538937193683,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9.620093924806445,85.82158242365918
0,3,0,1,0,2,0,1.606413343032052,1.0960924498726425,2.2334024214458297,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4.8192400290961555,24.99468610258957
1,3,0,0,0,1,1,3.10362208783754,3.10362208783754,3.497753950471579,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9.31086626351262,96.12346944099764
0,3,3,0,0,4,0,2.4944030822653467,1.3293601868422544,3.3079838285470227,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.48320924679604,78.98990395754795
0,3,0,0,0,1,1,2.8606568323569013,2.8606568323569013,4.1298786583075495,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,8.581970497070703,183.51113585426452
1,3,0,0,1,1,1,3.1829294252946942,3.1829294252946942,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9.548788275884082,85.82158242365918
0,3,0,5,0,6,0,2.8586918744180903,1.3190276774844876,3.110537114353393,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8.57607562325427,64.29927090070564
1,3,0,0,0,1,1,2.2267833795777636,2.2267833795777636,0.9904694934063564,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6.68035013873329,5.077494857525476
0,2,1,0,0,2,0,3.281685352156983,2.6254146905741,2.338017687919509,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,6.563370704313966,18.721356190928525
0,2,0,0,1,1,1,2.6659774246803023,2.6659774246803023,3.388017377110765,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.331954849360605,57.21438828243945
0,1,0,0,0,1,1,4.591763719572988,4.591763719572988,3.4865734399917145,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.591763719572988,31.673796944378783
0,3,3,0,0,4,0,1.3826125917172651,0.5575135798435525,3.433202660492919,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.147837775151795,89.9270660224208
1,1,1,0,0,2,0,4.4596205773374304,3.7779737644575966,3.1182776386619446,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.4596205773374304,21.607407965720547
0,3,0,0,0,1,1,3.1576087467208858,3.1576087467208858,3.8047721842614894,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9.472826240162657,131.74504979910938
1,3,0,0,0,1,1,2.4518495690325675,2.4518495690325675,3.42141124920928,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7.355548707097702,88.8377596186421
0,2,0,0,0,1,1,3.463762081094692,3.463762081094692,3.4625539632560076,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,6.927524162189384,61.79667951749088
0,3,0,0,0,1,1,3.6570636567740733,3.6570636567740733,3.4093165266952363,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,10.971190970322219,87.73369752079597
0,1,0,0,1,1,1,4.425476373647579,4.425476373647579,3.388017377110765,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.425476373647579,28.607194141219725
0,1,0,0,0,1,1,4.751083603964114,4.751083603964114,3.4056620277658376,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.751083603964114,29.13423882455044
0,3,1,0,0,2,0,2.8800351857947817,2.2415019285630136,3.735478815484599,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8.640105557384345,122.72426100252558
1,2,0,0,1,1,1,3.1463481418611177,3.1463481418611177,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.292696283722235,57.21438828243945
1,1,0,0,0,1,1,4.8234603787883215,4.8234603787883215,1.9150819172517846,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.8234603787883215,5.787494787145874
1,3,0,0,0,1,1,2.4861725149092337,2.4861725149092337,3.656148259630738,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.458517544727702,113.13584091001556
0,3,0,2,0,3,0,2.1632770475920684,1.2715940689234124,3.4166125813898263,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.489831142776206,88.39811641145074
0,1,1,0,1,2,0,2.1614707365190653,1.5773175321511086,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2.1614707365190653,28.607194141219725
0,3,0,0,0,1,1,2.4210701044299916,2.4210701044299916,3.576967984304652,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.263210313289974,104.29480930951964
1,1,0,1,1,2,0,4.868085836875686,4.182597321156009,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.868085836875686,28.607194141219725
0,1,0,0,0,1,1,3.6378519138843055,3.6378519138843055,3.8824550468946017,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3.6378519138843055,47.54324484222907
0,3,3,2,0,6,0,2.7709248387530794,1.2514954989284028,3.5968570506567765,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,8.312774516259239,106.4501658558414
0,3,0,0,0,1,1,2.5661102218591934,2.5661102218591934,3.9669499764954863,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.69833066557758,155.46951891891132
0,3,0,1,1,2,0,2.2010284445623802,1.612862043400794,3.388017377110765,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.60308533368714,85.82158242365918
1,3,0,1,0,2,0,1.0382605462833625,0.6482282634348667,2.9198296108114503,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3.1147816388500873,52.61438548186918
0,3,1,4,1,6,0,3.214980246947854,1.6061926522690708,3.388017377110765,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,9.644940740843563,85.82158242365918
0,3,0,2,0,3,0,2.897981618210306,1.903971459834983,3.556919772572222,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8.693944854630919,102.1651594211421
0,2,0,2,0,3,0,3.8639434886890034,2.806444508979375,3.9754468052958845,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.727886977378007,104.5478293121202
0,3,0,0,1,1,1,3.1195106346105614,3.1195106346105614,3.388017377110765,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,9.358531903831684,85.82158242365918
1,2,0,0,0,1,1,3.5382135288039787,3.5382135288039787,3.64266326008764,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.076427057607957,74.38684081130246
1,2,1,0,0,2,0,1.2546183889948281,0.812373618454382,3.6458640895678154,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2.5092367779896563,74.63173378450917
0,1,1,0,0,2,0,1.6755626748255434,1.1540154592658216,1.6700978437666705,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1.6755626748255434,4.312687585116219
1,1,0,3,0,4,0,4.467235972298777,3.1147989294617315,2.2209866358541497,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4.467235972298777,8.2164196315493
0,3,0,0,0,1,1,1.5717568134664115,1.5717568134664115,4.0444266530147415,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.715270440399235,168.23535267900502
1,3,0,2,0,3,0,2.145896194613782,1.2574851348306972,2.4169203967850605,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,6.4376885838413465,30.63383940989313
1,3,0,1,0,2,0,3.532520922107135,2.8681857927052263,3.452945354271894,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,10.597562766321404,91.77992667827361
1,2,0,0,0,1,1,3.493436182941994,3.493436182941994,2.317665819979641,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,6.986872365883988,18.30390029882441
0,1,0,0,0,1,1,3.643285676055217,3.643285676055217,3.4756162977003124,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3.643285676055217,31.317739749049867
1,1,0,0,0,1,1,3.5640529211670913,3.5640529211670913,3.1355881770925627,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3.5640529211670913,22.00216120829173
0,2,0,0,0,1,1,2.3796016881425768,2.3796016881425768,2.2101130546861736,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4.7592033762851536,16.2334940515084
0,3,5,0,0,6,0,2.2557450261482277,0.885309051154314,3.906344636481484,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6.767235078444683,146.15065837771795
0,3,1,3,0,5,0,2.436232728862061,1.1268692730385683,3.8619062855284962,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7.308698186586183,139.66776053655659
1,3,2,1,0,4,0,1.326438193966525,0.5258521577826135,3.0204034772577644,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.979314581899575,58.49868336756809
1,2,0,0,0,1,1,3.475020789521775,3.475020789521775,3.694645455842407,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6.95004157904355,78.4626125690166
0,3,3,0,0,4,0,2.117255015135636,1.0392426082498851,4.0543225536725185,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.351765045406908,169.93829288454072
0,3,0,0,0,1,1,2.9543163526944003,2.9543163526944003,3.727067496366628,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8.8629490580832,121.67118919263976
1,3,0,0,0,1,1,2.669385599956645,2.669385599956645,3.1840944641273685,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8.008156799869935,69.43624189436895
0,3,1,0,0,2,0,3.0684156600386583,2.4207147352420906,3.3690339054456175,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9.205246980115975,84.15134405053587
1,2,0,0,0,1,1,2.924279235480214,2.924279235480214,3.6912008353231864,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.848558470960428,78.1859262160587
1,2,0,0,0,1,1,2.4638617511922507,2.4638617511922507,2.5591816505953053,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4.927723502384501,23.850471254986527
1,2,0,0,0,1,1,2.708989759578876,2.708989759578876,3.3005331482890616,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.417979519157752,52.254195663479486
0,3,0,2,0,3,0,2.232602446126723,1.3283209093443888,3.619327835118501,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.697807338380169,108.93743775892563
1,1,0,0,0,1,1,5.122767966846247,5.122767966846247,2.863425834378522,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5.122767966846247,16.521449820191915
1,1,0,0,0,1,1,4.4866715193289135,4.4866715193289135,3.2534242777193074,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4.4866715193289135,24.878804580890964
0,1,1,0,1,2,0,4.4453722570906065,3.763889519259398,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.4453722570906065,28.607194141219725
1,1,0,0,0,1,1,4.8605973675152985,4.8605973675152985,3.8524535730049574,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4.8605973675152985,46.10850570830297
0,3,0,0,0,1,1,2.639014471554008,2.639014471554008,2.7175190596414267,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.917043414662023,42.4281223504948
1,3,0,0,1,1,1,3.1343370249026727,3.1343370249026727,3.388017377110765,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9.403011074708019,85.82158242365918
0,3,0,0,1,1,1,2.4000202860847457,2.4000202860847457,3.388017377110765,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7.200060858254237,85.82158242365918
1,1,4,0,0,5,0,4.1160734376856665,2.569829736705838,2.7473178294075513,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4.1160734376856665,14.60073189354045
0,3,0,0,0,1,1,1.8177195708975866,1.8177195708975866,2.9809003563141925,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.45315871269276,56.116652031201475
0,3,0,0,0,1,1,3.3603892759343394,3.3603892759343394,1.988210919295168,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,10.081167827803018,18.907372148540645
0,1,0,0,1,1,1,4.400710989878009,4.400710989878009,3.388017377110765,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.400710989878009,28.607194141219725
1,2,1,0,0,2,0,2.2256608511808142,1.6350666720679148,3.499100433912481,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.4513217023616285,64.17135163189894
0,2,1,1,1,3,0,3.134115004384453,2.1189947316078706,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.268230008768906,57.21438828243945
0,3,0,1,1,2,0,2.174706265905617,1.5891943879570414,3.388017377110765,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.524118797716851,85.82158242365918
1,3,0,0,1,1,1,2.3872203158307395,2.3872203158307395,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7.161660947492218,85.82158242365918
1,1,0,0,1,1,1,4.610532781535681,4.610532781535681,3.388017377110765,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.610532781535681,28.607194141219725
0,2,0,0,0,1,1,3.589332562105689,3.589332562105689,3.389990279548128,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.178665124211378,57.33132781061818
1,3,0,6,0,7,0,2.695484920913902,1.089653228248787,3.3449915524310194,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,8.086454762741706,82.08100826923862
1,3,1,0,0,2,0,2.1176641607490447,1.5381244934153289,3.565527232237631,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.352992482247134,103.07427124787895
0,3,0,0,0,1,1,2.2986473502514024,2.2986473502514024,3.4327391461966,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6.895942050754208,89.88400297974336
1,3,1,0,0,2,0,2.9575941741628933,2.315086622216971,3.5247117823997374,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8.87278252248868,98.83196685366023
1,1,0,0,0,1,1,2.7025015021717933,2.7025015021717933,2.829501942206843,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2.7025015021717933,15.937023107128592
1,1,0,0,0,1,1,3.492435646096403,3.492435646096403,3.4439648452048384,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3.492435646096403,30.31085508359692
0,3,1,0,0,2,0,2.7537371425544195,2.12233339256865,2.355846281400685,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,8.261211427663259,28.641152576630393
1,1,0,0,0,1,1,0.8473692864077332,0.8473692864077332,3.0624011130389324,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.8473692864077332,20.37882856720386
1,3,0,2,0,3,0,2.442338339679223,1.5040699893414318,3.8429210702446466,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.327015019037669,136.98473191509532
0,3,0,0,0,1,1,2.319825617376448,2.319825617376448,3.8931185531075894,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.9594768521293435,144.1909674199347
1,3,0,0,0,1,1,3.0454553357720235,3.0454553357720235,2.648563928586223,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,9.13636600731607,39.401181069145494
1,2,0,0,0,1,1,2.9176193692781562,2.9176193692781562,3.1772547693775173,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.8352387385563125,45.96166039330109
1,3,0,0,0,1,1,3.1567237871457743,3.1567237871457743,2.411184854943404,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,9.470171361437323,30.441483277304666
0,3,0,0,0,1,1,2.6831425653960252,2.6831425653960252,2.961858510351093,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8.049427696188076,55.00161175381541
1,3,0,1,1,2,0,3.339733240881602,2.6814187101012923,3.388017377110765,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,10.019199722644807,85.82158242365918
0,3,1,0,1,2,0,1.0647452191565323,0.6678550132725709,3.388017377110765,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.194235657469597,85.82158242365918
0,2,1,1,1,3,0,3.6155369581393235,2.569332047123693,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.231073916278647,57.21438828243945
0,3,0,0,0,1,1,2.3712712507824927,2.3712712507824927,3.9076142542558188,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.113813752347478,146.34014296569552
0,3,1,0,0,2,0,3.250048857519093,2.5949412249907073,3.0587743001376033,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9.750146572557279,60.90429597668221
1,1,1,1,0,3,0,4.971629011284478,3.886785194244027,2.2910558903220317,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4.971629011284478,8.885370039045
1,1,0,0,0,1,1,4.087578389884627,4.087578389884627,2.694782665168765,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4.087578389884627,13.802301348007912
1,1,0,0,0,1,1,4.690966158005575,4.690966158005575,3.475370497189681,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.690966158005575,31.30979700832195
1,1,0,0,0,1,1,4.90439290822369,4.90439290822369,3.0348812083023664,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4.90439290822369,19.79850706275893
0,1,1,0,0,2,0,5.020120830480561,4.333555669555012,3.292567838284879,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5.020120830480561,25.91188036281764
0,3,0,0,1,1,1,1.52320441463617,1.52320441463617,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.56961324390851,85.82158242365918
1,1,0,0,0,1,1,4.740724156821609,4.740724156821609,3.803620943440334,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4.740724156821609,43.86333835187256
0,2,1,0,0,2,0,3.13334843713073,2.4828503704272733,3.1259918362315133,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.26669687426146,43.56496076141498
1,3,0,0,0,1,1,2.859414144440891,2.859414144440891,3.2471604534711265,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8.578242433322673,74.15163276819194
0,1,0,0,1,1,1,4.904880626696762,4.904880626696762,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.904880626696762,28.607194141219725
0,3,0,1,0,2,0,3.146464259156919,2.495422002504399,3.139410591065069,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9.439392777470758,66.2707597366528
1,2,0,1,0,2,0,2.670182172658314,2.043982743642427,3.8878497536556327,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5.340364345316628,95.61165811795502
1,1,1,0,0,2,0,4.587728968368149,3.904706303527766,2.4191390047316506,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4.587728968368149,10.236180850377178
1,3,1,2,0,4,0,2.662292434564186,1.466092808195005,1.8885135092995562,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7.986877303692557,16.828609082078348
0,3,0,0,0,1,1,2.4919815634599622,2.4919815634599622,2.7159158947409225,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,7.475944690379887,42.35535192632743
0,3,0,2,0,3,0,2.5533282470177707,1.5993741084764364,3.8757083198642723,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.659984741053313,141.65051742992136
0,3,1,0,0,2,0,2.7452111019903365,2.114319907783592,4.128578070689998,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,8.23563330597101,183.2687194564908
0,3,0,0,0,1,1,2.2174737280196735,2.2174737280196735,3.4379661790092335,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.652421184059021,90.37078180723057
1,2,0,1,0,2,0,3.39552800775623,2.7353540356295554,3.314501496222759,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6.79105601551246,53.01735477276096
0,1,0,0,1,1,1,5.0003519344618255,5.0003519344618255,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.0003519344618255,28.607194141219725
0,3,0,0,0,1,1,2.006252378061475,2.006252378061475,3.8035028805292233,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.018757134184424,131.57412590461198
0,3,0,1,0,2,0,3.200573351777816,2.547357054827805,3.1084970740141293,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9.601720055333448,64.1621176199445
1,3,0,1,0,2,0,2.008281144233378,1.4410784306562003,3.254607535389739,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6.024843432700134,74.728331995503
0,2,0,2,0,3,0,3.4004604435232686,2.366432750540314,3.5770860111925833,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.800920887046537,69.53831581953996
0,2,0,0,0,1,1,3.5311958742715124,3.5311958742715124,3.8679179176771137,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.062391748543025,93.6853398617659
0,3,0,0,0,1,1,2.583537069067548,2.583537069067548,3.7342335375051374,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.750611207202644,122.56779678975371
0,2,0,0,0,1,1,2.556839639333308,2.556839639333308,3.748000630403533,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.113679278666616,82.87230314690333
0,3,0,0,0,1,1,2.2289923726906724,2.2289923726906724,3.2201646022988895,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.686977118072017,72.09672061959014
0,3,0,0,1,1,1,2.8270118012378163,2.8270118012378163,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,8.481035403713449,85.82158242365918
0,2,0,0,0,1,1,3.704912731425919,3.704912731425919,3.039390885240894,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.409825462851838,39.7850268404964
1,3,0,0,0,1,1,0.5403572411720114,0.5403572411720114,3.757410745051477,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.6210717235160343,125.51209619517888
0,3,0,0,1,1,1,2.6947555509086487,2.6947555509086487,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8.084266652725946,85.82158242365918
0,1,1,1,0,3,0,4.389453983502665,3.3153538073739237,3.657055655245618,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.389453983502665,37.74708996281672
